pattern,ratio,seed,area_bin,method,mean_sample_dice,delta_vs_sparse_unet,num_samples
random,0.1,20260703,large,sparse_unet,0.5483388875098811,,130
random,0.1,20260703,large,world_curve_unet,0.41818405215634735,-0.13015483535353378,130
random,0.1,20260703,large,world_unet,0.47803646629996394,-0.0703024212099172,130
random,0.1,20260703,medium,sparse_unet,0.5720703676663845,,130
random,0.1,20260703,medium,world_curve_unet,0.3974402351513185,-0.17463013251506604,130
random,0.1,20260703,medium,world_unet,0.4195594905099283,-0.15251087715645623,130
random,0.1,20260703,small,sparse_unet,0.5074181254115595,,140
random,0.1,20260703,small,world_curve_unet,0.31671326339290967,-0.19070486201864983,140
random,0.1,20260703,small,world_unet,0.31579937914470707,-0.19161874626685244,140
random,0.25,20260701,large,sparse_unet,0.6416047967113292,,130
random,0.25,20260701,large,world_curve_unet,0.6545827072114269,0.012977910500097667,130
random,0.25,20260701,large,world_unet,0.6825565213544493,0.040951724643120135,130
random,0.25,20260701,medium,sparse_unet,0.6573767906246704,,130
random,0.25,20260701,medium,world_curve_unet,0.6672564295475839,0.009879638922913547,130
random,0.25,20260701,medium,world_unet,0.6601748363950528,0.0027980457703824513,130
random,0.25,20260701,small,sparse_unet,0.5988592028680488,,140
random,0.25,20260701,small,world_curve_unet,0.6364391247551779,0.03757992188712911,140
random,0.25,20260701,small,world_unet,0.5846622534352641,-0.014196949432784711,140
random,0.25,20260702,large,sparse_unet,0.6470191015467556,,130
random,0.25,20260702,large,world_curve_unet,0.6471413113080968,0.00012220976134125205,130
random,0.25,20260702,large,world_unet,0.6790062669375349,0.03198716539077928,130
random,0.25,20260702,medium,sparse_unet,0.6578934041268404,,130
random,0.25,20260702,medium,world_curve_unet,0.6785136746326113,0.020620270505770866,130
random,0.25,20260702,medium,world_unet,0.6557834237847928,-0.0021099803420475682,130
random,0.25,20260702,small,sparse_unet,0.6203283523143653,,140
random,0.25,20260702,small,world_curve_unet,0.6215075581401219,0.0011792058257565907,140
random,0.25,20260702,small,world_unet,0.5756350644035371,-0.04469328791082827,140
random,0.25,20260703,large,sparse_unet,0.6553480988295336,,130
